time,open,high,low,close,EMA24,EMA9,Volume,Volume MA,RSI
2021-04-10T00:15:00Z,58289.55,58298.34,58105.35,58113.55,58228.90652675351,58161.57162444413,323.279841,318.62938120000456,44.250823453229415
2021-04-10T00:30:00Z,58113.56,58125.29,57900.01,57968.03,58208.03640461323,58122.863299555305,378.368902,325.52919390000454,38.92662985794094
2021-04-10T00:45:00Z,57968.03,58135.11,57958.16,58109.08,58200.11989224417,58120.10663964425,375.547204,329.7666685000046,45.7411900770283
2021-04-10T01:00:00Z,58109.08,58224.09,58072.92,58187.97,58199.147900864635,58133.6793117154,367.69118,323.44558820000464,49.1581570532978
2021-04-10T01:15:00Z,58187.96,58249.98,58116,58144.76,58194.79686879546,58135.89544937232,287.216074,321.5829252000046,47.39750713161903
2021-04-10T01:30:00Z,58144.75,58307.69,58127.3,58267.37,58200.602719291826,58162.19035949786,365.384855,325.6823151000046,52.586744151084815
2021-04-10T01:45:00Z,58267.37,58435.72,58267.37,58413.52,58217.63610174848,58212.45628759829,456.140804,334.1805918000046,57.91605700280831
2021-04-10T02:00:00Z,58414.98,58550,58371.43,58383.28,58230.887613608604,58246.62103007863,489.023971,347.57715015000457,56.500932335163036
2021-04-10T02:15:00Z,58383.27,58392.57,58334.82,58348.7,58240.31260451992,58267.0368240629,251.799158,351.76940315000456,54.85047614106138
2021-04-10T02:30:00Z,58348.69,58555.37,58348.69,58445.33,58256.71399615832,58302.695459250324,385.868405,358.28110495000453,58.49870218723156
2021-04-10T02:45:00Z,58445.33,58733,58397.61,58721.55,58293.90087646566,58386.46636740026,553.745074,373.7794194500046,66.76562534987706
2021-04-10T03:00:00Z,58721.22,59159,58707.1,58925.92,58344.46240634841,58494.3570939202,2106.020491,463.74176865000464,71.31800330727256
2021-04-10T03:15:00Z,58925.92,59150,58922.3,59013.54,58397.988613840535,58598.193675136165,835.811299,488.7037833500046,73.02407742398024
2021-04-10T03:30:00Z,59013.54,59120,58958,59029.06,58448.47432473329,58684.36694010893,648.405402,505.93372595000466,73.32672555602502
2021-04-10T03:45:00Z,59029.06,59238.27,59010.01,59229.5,58510.95637875463,58793.393552087146,929.272359,535.5478915000047,76.92705385587989
2021-04-10T04:00:00Z,59229.5,59933.22,59229.5,59801.66,58614.21266845426,58995.04684166972,2935.453319,656.5212415000047,83.6933202776648
2021-04-10T04:15:00Z,59801.67,61232.83,59800,60761.79,58786.01885497792,59348.395473335775,5215.582513,899.4044404500048,89.34176228659435
2021-04-10T04:30:00Z,60761.79,60775.97,60409,60520,58924.737346579685,59582.71637866862,2022.594123,985.8166257500046,81.66962003085021
2021-04-10T04:45:00Z,60520,61159.28,60495.71,61074.09,59096.68555885331,59880.991102934895,1620.477906,1050.8768839000045,84.87502836220716
2021-04-10T05:00:00Z,61074.09,61344.79,60760.85,61183.79,59263.65391414504,60141.55088234792,3034.39544,1179.1039160000046,85.41867883289464
