time,open,high,low,close,EMA24,EMA9,Volume,Volume MA,RSI
2021-07-21T14:45:00Z,31788.76,31875.77,31722.05,31824.61,31412.899325762304,31644.10532651834,1024.0323060000258,872.6761977500206,72.69600836493544
2021-07-21T15:00:00Z,31824.61,31894.31,31780.81,31814.83,31445.05377970132,31678.25026121467,850.4450949999956,792.2125740000188,72.00097082205157
2021-07-21T15:15:00Z,31814.82,31900,31811.68,31872.72,31479.267077325214,31717.14420897174,632.1581659999964,761.4544258000187,73.60938044586212
2021-07-21T15:30:00Z,31872.72,31947.77,31761.47,31813.25,31505.985711139198,31736.36536717739,884.4930329999899,777.9795535500182,69.21085625897942
2021-07-21T15:45:00Z,31813.25,31969.99,31790,31933,31540.14685424806,31775.69229374191,1174.1488069999903,815.9759957500178,72.74282557756082
2021-07-21T16:00:00Z,31934.54,32100,31848.38,31987.99,31575.974305908218,31818.15183499353,1801.4695559999493,859.6067429000157,74.20611091267513
2021-07-21T16:15:00Z,31987.99,32111.23,31959.6,32055.37,31614.32596143556,31865.595467994823,1185.7272499999933,886.6716898500159,75.91247732395826
2021-07-21T16:30:00Z,32055.36,32428.57,32045.14,32293.61,31668.668684520715,31951.19837439586,2180.4210160000343,967.8181309500175,80.75918910217625
2021-07-21T16:45:00Z,32293.61,32324.9,32020.31,32107.81,31703.799989759056,31982.52069951669,1209.7051900000026,974.2106317500172,69.08436053337405
2021-07-21T16:45:00Z,32293.61,32324.9,32020.31,32107.81,31703.799989759056,31982.52069951669,1209.7051900000026,974.2106317500172,69.08436053337405
2021-07-21T17:00:00Z,32109.27,32138.77,31783.88,32035.56,31730.34079057833,31993.12855961335,1688.545202999969,993.1922504000165,65.14080030807223
2021-07-21T17:15:00Z,32035.56,32197.99,31957.07,32000,31751.913527332064,31994.50284769068,867.1374159999914,1002.6010985500163,63.227755744575546
2021-07-21T17:30:00Z,32000.01,32164.38,31950.34,32114.49,31780.9196451455,32018.500278152544,604.4534399999984,1002.0833687500162,66.62611471834971
2021-07-21T17:45:00Z,32114.49,32223.24,32062.13,32179.1,31812.77407353386,32050.620222522033,597.5843850000001,992.1735261000165,68.40088018874725
2021-07-21T18:00:00Z,32179.09,32858,32060.64,32735.91,31886.62494765115,32187.678178017628,2949.9130049999694,1115.0355908000151,78.842864525545
2021-07-21T18:15:00Z,32735.91,32821,32030.98,32179.99,31910.09415183906,32186.1405424141,3958.960606000056,1296.3768193000178,58.17363776639218
2021-07-21T18:30:00Z,32179.99,32271.2,31900.02,32065.1,31922.494619691937,32161.93243393128,2115.446707999992,1374.6370042500175,54.96652150898112
2021-07-21T18:45:00Z,32065.1,32200,31755,31786.71,31911.63185011658,32086.887947145024,1781.310373999971,1432.430353350016,48.053476579903055
2021-07-21T19:00:00Z,31783.78,32000,31584.52,31718.12,31896.150902107252,32013.13435771602,2033.840608000037,1478.7993135000183,46.501690948836526
2021-07-21T19:15:00Z,31718.12,31971.12,31681.12,31690.14,31879.670029938672,31948.535486172816,1548.1302829999843,1507.8780404500176,45.85121779352592
2021-07-21T19:30:00Z,31690.14,31814.72,31681.7,31738.91,31868.40922754358,31906.610388938254,744.5531090000005,1491.623777800018,47.2366420541017
2021-07-21T19:45:00Z,31738.91,31790.7,31616.96,31627.57,31849.142089340094,31850.802311150605,888.9919039999962,1484.8717577000164,44.44112416686299
2021-07-21T20:00:00Z,31627.58,31729.99,31571.89,31615.63,31830.461122192886,31803.767848920485,858.2468009999955,1485.2618430000161,44.13944320637093
2021-07-21T20:15:00Z,31613.92,31727.7,31573.31,31589.74,31811.203432417456,31760.962279136387,683.0792230000018,1487.8078958500164,43.45067701601513
2021-07-21T20:30:00Z,31587.72,31675.01,31516.3,31629.3,31796.65115782406,31734.62982330911,954.7581119999927,1491.3211498000164,44.866374429228806
2021-07-21T20:45:00Z,31629.29,31936.1,31612.96,31796.9,31796.671065198138,31747.08385864729,974.9189899999968,1481.3596589500169,50.51822549674703
2021-07-21T21:00:00Z,31796.9,31861.48,31680.01,31733.46,31791.614179982287,31744.35908691783,411.02663099999864,1411.8375127000193,48.49186420691153
2021-07-21T21:15:00Z,31733.47,31780,31686.28,31757.13,31788.855445583704,31746.913269534263,284.41080200000044,1366.7716903000196,49.30886147788774
2021-07-21T21:30:00Z,31757.13,31967.77,31723.27,31875.84,31795.81420993701,31772.69861562741,394.2983989999958,1277.4655594500177,53.308801897668495
2021-07-21T21:45:00Z,31871.52,31906.43,31801.11,31835.03,31798.95147314205,31785.16489250193,255.02661400000045,1229.7316306500177,51.795662827666845
2021-07-21T22:00:00Z,31835.02,31920,31800,31897.11,31806.804155290687,31807.553914001543,279.92732799999897,1159.3007369000193,53.93755077242008
2021-07-21T22:15:00Z,31897.11,32163.97,31835.86,32105.35,31830.687822867432,31867.113131201233,771.8579309999959,1154.5367626500195,60.30851427115973
2021-07-21T22:30:00Z,32110.46,32110.46,31978.21,32037.75,31847.252797038036,31901.240504960988,460.36101299999876,1147.3321413000194,57.526903786571715
2021-07-21T22:45:00Z,32037.75,32114.12,31991.8,32114.12,31868.602173274994,31943.81640396879,443.032754,1139.6045597500192,59.78364209100347
2021-07-21T23:00:00Z,32114.12,32115.64,31959,32046.03,31882.796399412993,31964.259123175034,501.50982599999764,1017.1844008000207,56.881723321746904
2021-07-21T23:15:00Z,32046.04,32184.24,31992.3,32047.87,31896.002287459953,31980.981298540028,1159.816478000026,877.2271944000192,56.94254667980171
2021-07-21T23:30:00Z,32047.87,32199,32046.25,32168.28,31917.784504463158,32018.44103883202,499.474204999999,796.4285692500196,60.83592241518948
2021-07-21T23:45:00Z,32168.27,32247.63,32068.94,32144.51,31935.922544106106,32043.654831065618,672.9530089999915,741.0107010000206,59.68850875513333
2021-07-22T00:00:00Z,32144.51,32258.88,31878.79,32194.14,31956.579940577616,32073.751864852493,1243.8852969999941,701.5129354500184,61.328533269232004
2021-07-22T00:15:00Z,32194.15,32357.9,32133.26,32321.86,31985.802345331405,32123.373491881994,838.5253469999948,666.032688650019,65.2469751069045
2021-07-22T00:30:00Z,32321.87,32376.78,32177.13,32247.35,32006.726157704892,32148.168793505596,747.3338639999952,666.1717264000188,61.34197667399716
2021-07-22T00:45:00Z,32247.34,32247.87,32040.62,32053.18,32010.4424650885,32129.171034804476,616.0445470000051,652.5243585500191,52.520494885342664
2021-07-22T01:00:00Z,32053.58,32067.6,31940.53,32014.88,32010.79746788142,32106.31282784358,444.3059369999982,631.8273153500193,50.96364901787062
2021-07-22T01:15:00Z,32014.88,32081.91,31940.46,32054.35,32014.281670450906,32095.920262274863,286.0132329999998,611.9740158500191,52.52546744171301
2021-07-22T01:30:00Z,32054.34,32054.34,31888.9,32000,32013.139136814832,32076.73620981989,346.2496760000011,581.5485940500196,50.15651232744938
2021-07-22T01:45:00Z,31999.99,32050,31969.74,31974.85,32010.076005869647,32056.35896785591,183.49668599999924,541.9774788500197,49.0539975098342
2021-07-22T02:00:00Z,31974.85,31980.97,31869.49,31880,31999.669925400074,32021.08717428473,349.73917299999937,538.9131059500197,45.03352516901591
