time,open,high,low,close,EMA24,EMA9,Volume,Volume MA,RSI
2021-05-22T08:00:00Z,36266.36,37120.19,36258.96,36805.61,37531.37320415596,36729.85822964407,5836.598437,9670.116161400016,43.23805262128969
2021-05-22T09:00:00Z,36805.61,37452.61,36490.97,37173.8,37502.76734782349,36818.64658371526,4695.674568,9724.453663200014,46.30709413355362
2021-05-22T10:00:00Z,37174.99,38827.52,36835,38337.98,37569.58435999761,37122.51326697221,9274.763667,8558.428030000014,54.65548973027505
2021-05-22T11:00:00Z,38337.98,38500,37555,38157.76,37616.6384111978,37329.562613577764,4802.465858,7852.176402650015,53.2745539929779
2021-05-22T12:00:00Z,38157.75,38729.19,37725.74,38151.81,37659.452138301975,37494.01209086221,5202.741208,7369.605785500015,53.226738548379885
2021-05-22T13:00:00Z,38151.8,38829,37965.36,38310.57,37711.541567237815,37657.32367268977,5022.742016,7200.714772800015,54.40270851311599
2021-05-22T14:00:00Z,38310.57,38538.18,37383.59,37808.48,37719.29664185879,37687.554938151814,6099.168286,7167.140946700015,50.11166814090635
2021-05-22T15:00:00Z,37808.49,38721.75,37000,38162.4,37754.74491051009,37782.52395052145,6724.446517,6945.707774250016,52.93001447215226
2021-05-22T16:00:00Z,38161.92,38491.52,37563.49,38147.74,37786.18451766928,37855.56716041716,5000.276738,6737.448321800015,52.796963555093996
2021-05-22T17:00:00Z,38154.08,38600,37788.88,37968.1,37800.73775625574,37878.07372833373,4104.216574,5999.1574623500155,51.10182187349809
2021-05-22T18:00:00Z,37972.55,38121.04,37300,37646.26,37788.37953575528,37831.710982666984,4313.064888,5795.546431600016,48.12088797402401
2021-05-22T19:00:00Z,37647.3,37988,37158.14,37286.65,37748.24117289486,37722.69878613359,3492.457171,5673.559477300016,44.96469167840078
2021-05-22T20:00:00Z,37286.65,38196.54,37268.76,38022.81,37770.20667906327,37782.72102890687,3080.640915,5570.046017600015,51.91725237698188
2021-05-22T21:00:00Z,38022.81,38362.33,37826.07,38153.77,37800.891744738205,37856.93082312549,3136.553646,5481.440937400015,53.05346104812409
2021-05-22T22:00:00Z,38153.91,38400,37338.18,37622.38,37786.61080515915,37810.02065850039,4123.746503,5435.401674850016,48.08794453163896
2021-05-22T23:00:00Z,37621.62,37850,37377.5,37449.73,37759.66034074642,37737.962526800315,2730.113079,5164.767631300016,46.56308328003785
2021-05-23T00:00:00Z,37458.51,38270.64,36668.99,38191,37794.167513486704,37828.57002144025,6779.163363,5137.3998492000155,53.3960782885919
2021-05-23T01:00:00Z,38191.34,38222.96,37871.84,37907.92,37803.26771240777,37844.4400171522,2539.143696,4888.777646600016,50.72837158902948
2021-05-23T02:00:00Z,37907.91,38018.93,37370.01,37470.16,37776.619095415146,37769.58401372176,2901.293075,4774.035236250015,46.831812580175914
2021-05-23T03:00:00Z,37470.54,37663.64,37234.4,37421.59,37748.21676778193,37699.98521097741,2634.762619,4624.701641200016,46.40590021472509
